run_id,val_accuracy,val_accuracy_pct
run1,0.9995,99.95
run2,0.9995999999999999,99.96
run3,0.9965999999999999,99.66
run4,0.9987999999999999,99.88
run5,0.9990000000000001,99.9
run6,0.9987999999999999,99.88
run7,0.9994,99.94
run8,0.9954000000000001,99.54
run9,0.9982,99.82
run10,0.9987999999999999,99.88
